"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL379021";"";"None";"272.44";"0";"2.63";"9, D9";"[2H]C([2H])([2H])Oc1cccc([C@@]2(O)CCCC[C@@H]2CN(C([2H])([2H])[2H])C([2H])([2H])[2H])c1";"IC50";"'='";"2000.0";"nM";"5.70";"";"";"UO_0000065";"21.64";"0.41";"3.07";"17.43";"0";"CHEMBL865923";"Inhibition of reuptake of Norepinephrine";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL222";"Norepinephrine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1149431";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2006";"None";"";""
"CHEMBL403090";"";"None";"380.90";"0";"3.70";"35";"CNCc1cc(N2CCCS2(=O)=O)ccc1Oc1ccc(Cl)cc1C";"IC50";"'='";"11.0";"nM";"7.96";"";"";"UO_0000065";"20.89";"0.43";"4.26";"13.57";"0";"CHEMBL948897";"Inhibition of [3H]NA uptake at human NA transporter expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL222";"Norepinephrine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141595";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";""
"CHEMBL41";"FLUOXETINE";"4.0";"309.33";"0";"4.44";"Fluoxetine";"CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1";"IC50";"'='";"563.0";"nM";"6.25";"";"";"UO_0000065";"20.20";"0.39";"1.81";"29.40";"0";"CHEMBL966882";"Inhibition of norepinephrine uptake at human NET expressed in MDCK-Net6 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-Net6";"None";"";"";"";"CHEMBL222";"Norepinephrine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138600";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2009";"None";"";""
"CHEMBL440230";"";"None";"336.27";"0";"3.75";"9a";"Clc1cccc(CN(Cc2ccccn2)[C@@H]2CCNC2)c1Cl";"IC50";"'='";"5.0";"nM";"8.30";"";"";"UO_0000065";"24.69";"0.52";"4.55";"29.48";"0";"CHEMBL902423";"Inhibition of [3H]NA from human NET expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL222";"Norepinephrine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1139125";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"CHEMBL3307715";"";""
"CHEMBL381046";"";"None";"275.40";"0";"4.60";"10";"CN1C2C=C(c3ccccc3-c3ccccc3)CC1CC2";"IC50";"'='";"6430.0";"nM";"5.19";"";"";"UO_0000065";"18.85";"0.34";"0.59";"160.24";"0";"CHEMBL870559";"Displacement of [3H]nisoxetine from human NET";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL222";"Norepinephrine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1141860";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";""
"CHEMBL563897";"";"None";"325.41";"0";"1.99";"10";"CCn1c(=O)n([C@@H](c2ccccc2)[C@H](O)CNC)c2ccccc21";"IC50";"'='";"17.5";"nM";"7.76";"";"";"UO_0000065";"23.84";"0.44";"5.77";"13.11";"0";"CHEMBL1055024";"Inhibition of [3H]norepinephrine uptake at human NET expressed in MDCK-Net6 cells by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-Net6";"None";"";"";"";"CHEMBL222";"Norepinephrine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153531";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";""
"CHEMBL562476";"";"None";"280.37";"0";"2.81";"5";"CNC[C@@H](O)[C@H](c1ccccc1)n1ccc2ccccc21";"IC50";"'='";"28.0";"nM";"7.55";"";"";"UO_0000065";"26.94";"0.49";"4.74";"20.31";"1";"CHEMBL1055024";"Inhibition of [3H]norepinephrine uptake at human NET expressed in MDCK-Net6 cells by scintillation counting";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"MDCK-Net6";"None";"";"";"";"CHEMBL222";"Norepinephrine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1153531";"1";"Scientific Literature";"J Med Chem";"2009";"None";"";""
"CHEMBL458639";"";"None";"177.25";"0";"1.87";"14a";"NCC1CCC(c2ccccc2)O1";"IC50";"'='";"23.0";"nM";"7.64";"";"";"UO_0000065";"43.09";"0.80";"5.77";"21.67";"0";"CHEMBL1031549";"Inhibition of [3H]norepinephrine reuptake at human NET expressed in HEK cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL222";"Norepinephrine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152751";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"CHEMBL3307715";"";""
"CHEMBL508678";"";"None";"206.29";"0";"1.52";"14''k";"NCC1CCC(CCc2cccnc2)O1";"IC50";"'>'";"10000.0";"nM";"";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL1031549";"Inhibition of [3H]norepinephrine reuptake at human NET expressed in HEK cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL222";"Norepinephrine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1152751";"1";"Scientific Literature";"Bioorg Med Chem";"2009";"CHEMBL3307715";"";""
"CHEMBL482295";"";"None";"404.48";"0";"4.29";"38";"CN(C)Cc1cc(NS(C)(=O)=O)ccc1Sc1ccc(C(F)(F)F)cc1";"IC50";"'='";"6400.0";"nM";"5.19";"";"";"UO_0000065";"12.84";"0.27";"0.90";"10.51";"0";"CHEMBL1012269";"Inhibition of [3H]NA reuptake in human noradrenaline transporter expressed in HEK293 cells";"B";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"HEK293";"None";"";"";"";"CHEMBL222";"Norepinephrine transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1155050";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2008";"CHEMBL3307715";"";""
