"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL419336";"";"None";"499.56";"0";"3.81";"2d";"COc1cc2c(cc1OC)C1=NO[C@@H](CN3CCN(C/C(C)=C/c4cccc(F)c4F)CC3)[C@@H]1CO2";"Ki";"'='";"7.1";"nM";"8.15";"";"";"UO_0000065";"16.31";"0.31";"4.34";"14.61";"0";"CHEMBL804590";"In vitro binding affinity towards human serotonin transporter";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1146766";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2004";"None";"";""
"CHEMBL1170212";"";"None";"292.39";"0";"2.58";"15";"c1ccc(CC2CNCCN2c2cnc3[nH]ccc3c2)cc1";"Ki";"'='";"63.1";"nM";"7.20";"";"";"UO_0000065";"24.62";"0.45";"4.62";"16.38";"0";"CHEMBL1174564";"Displacement of [3H]-Citalopram from SERT expressed in HEK293 cells by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1177766";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3307715";"";""
"CHEMBL560535";"";"None";"305.42";"0";"3.93";"4";"c1ccc(CN(c2ccc3[nH]ccc3c2)C2CCNCC2)cc1";"Ki";"'='";"0.7943";"nM";"9.10";"";"";"UO_0000065";"29.80";"0.54";"5.17";"29.30";"0";"CHEMBL1174564";"Displacement of [3H]-Citalopram from SERT expressed in HEK293 cells by scintillation proximity assay";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"HEK293";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1177766";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2010";"CHEMBL3307715";"";""
"CHEMBL247161";"";"None";"410.56";"0";"3.76";"13";"COc1ccc([C@H]2CN(C)Cc3cc(OCCCN4CCOC[C@@H]4C)ccc32)cc1";"Ki";"'='";"13.0";"nM";"7.89";"";"";"UO_0000065";"19.21";"0.36";"4.13";"23.08";"0";"CHEMBL885432";"Binding affinity at human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138430";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";""
"CHEMBL246955";"";"None";"412.60";"0";"4.09";"(+)/-12x";"CSc1ccc(C2CN(C)Cc3cc(OCCCN4CCOCC4)ccc32)cc1";"Ki";"'='";"5.2";"nM";"8.28";"";"";"UO_0000065";"20.08";"0.39";"4.19";"33.22";"0";"CHEMBL885432";"Binding affinity at human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138430";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";""
"CHEMBL395608";"";"None";"460.62";"0";"3.87";"12t";"CN1Cc2cc(OCCCN3CCC(F)CC3)ccc2C(c2ccc(S(C)(=O)=O)cc2)C1";"Ki";"'='";"135.0";"nM";"6.87";"";"";"UO_0000065";"14.91";"0.29";"3.00";"13.78";"0";"CHEMBL885432";"Binding affinity at human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138430";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";""
"CHEMBL246747";"";"None";"450.52";"1";"5.49";"12n";"CN1Cc2cc(OCCCN3CCC(F)CC3)ccc2C(c2cccc(C(F)(F)F)c2)C1";"Ki";"'='";"15.0";"nM";"7.82";"";"";"UO_0000065";"17.37";"0.33";"2.33";"49.80";"0";"CHEMBL885432";"Binding affinity at human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138430";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";""
"CHEMBL246542";"";"None";"450.52";"1";"5.49";"12m";"CN1Cc2cc(OCCCN3CCC(F)CC3)ccc2C(c2ccc(C(F)(F)F)cc2)C1";"Ki";"'='";"8.6";"nM";"8.07";"";"";"UO_0000065";"17.90";"0.34";"2.58";"51.34";"0";"CHEMBL885432";"Binding affinity at human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138430";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";""
"CHEMBL233054";"";"None";"412.55";"0";"4.48";"(-)/-12c";"COc1ccc(C2CN(C)Cc3cc(OCCCN4CCC(F)CC4)ccc32)cc1";"Ki";"'='";"9.3";"nM";"8.03";"";"";"UO_0000065";"19.47";"0.37";"3.55";"32.20";"0";"CHEMBL885432";"Binding affinity at human SERT";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1138430";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2007";"None";"";""
"CHEMBL370805";"COCAINE";"4.0";"303.36";"0";"1.87";"1a";"COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C";"Ki";"'='";"310.0";"nM";"6.51";"";"";"UO_0000065";"21.46";"0.40";"4.64";"11.66";"0";"CHEMBL799117";"Inhibition of reuptake of [3H]5-HT (20 nM) by serotonin transporter";"B";"BAO_0000357";"single protein format";"None";"None";"None";"None";"None";"";"";"";"CHEMBL228";"Serotonin transporter";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1133565";"1";"Scientific Literature";"J Med Chem";"2000";"None";"";""
