"Molecule ChEMBL ID";"Molecule Name";"Molecule Max Phase";"Molecular Weight";"#RO5 Violations";"AlogP";"Compound Key";"Smiles";"Standard Type";"Standard Relation";"Standard Value";"Standard Units";"pChEMBL Value";"Data Validity Comment";"Comment";"Uo Units";"Ligand Efficiency BEI";"Ligand Efficiency LE";"Ligand Efficiency LLE";"Ligand Efficiency SEI";"Potential Duplicate";"Assay ChEMBL ID";"Assay Description";"Assay Type";"BAO Format ID";"BAO Label";"Assay Organism";"Assay Tissue ChEMBL ID";"Assay Tissue Name";"Assay Cell Type";"Assay Subcellular Fraction";"Assay Parameters";"Assay Variant Accession";"Assay Variant Mutation";"Target ChEMBL ID";"Target Name";"Target Organism";"Target Type";"Document ChEMBL ID";"Source ID";"Source Description";"Document Journal";"Document Year";"Cell ChEMBL ID";"Properties";"Action Type"
"CHEMBL362825";"";"None";"736.94";"2";"6.81";"45";"CCc1ccccc1[C@H](CC)CC1(O)C(C)=C[C@@H](OC(C)=O)[C@@]2(C)C1CC[C@]1(C)C2[C@H](OC(C)=O)[C@H](OC(C)=O)[C@@]2([C@@H](C)OC(C)=O)COCC=CC12";"IC50";"'='";"12.0";"nM";"7.92";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL834820";"Inhibition of voltage-gated potassium channel subunit Kv1.3 in chinese hamster ovary cells";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"ovary";"None";"";"";"";"CHEMBL4633";"Voltage-gated potassium channel subunit Kv1.3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1144256";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2005";"None";"";""
"CHEMBL562876";"";"None";"373.45";"1";"5.02";"28";"COc1cccc2c(=O)c3ccccc3n(CCCCOc3ccccc3)c12";"IC50";"'='";"165.0";"nM";"6.78";"";"";"UO_0000065";"18.16";"0.33";"1.76";"16.76";"0";"CHEMBL1029465";"Inhibition of Kv1.3 potassium channel expressed in mouse L929 cells by whole cell patch clamp";"B";"BAO_0000219";"cell-based format";"None";"None";"None";"L929";"None";"";"";"";"CHEMBL4633";"Voltage-gated potassium channel subunit Kv1.3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1158362";"1";"Scientific Literature";"Eur J Med Chem";"2009";"CHEMBL3307946";"";""
"CHEMBL277064";"";"None";"406.53";"0";"4.00";"66";"C/C=C/C(=O)N[C@H]1CC[C@](CNC(=O)c2ccccc2OC)(c2ccccc2)CC1";"IC50";"'='";"100.0";"nM";"7.00";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL705534";"Inhibition of Kv1.3 ion channel. Measured in the Rb_Kv assay: [86Rb+] efflux from CHO cells stably transfected with Kv1.3 channel.";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL4633";"Voltage-gated potassium channel subunit Kv1.3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136659";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"CHEMBL3308072";"";""
"CHEMBL55202";"";"None";"382.94";"1";"5.83";"6h";"CCCCCC/N=c1\ccn(Cc2ccc(OC)cc2)c2cc(Cl)ccc12";"IC50";"'='";"88.0";"nM";"7.06";"";"";"UO_0000065";"18.42";"0.36";"1.23";"26.60";"0";"CHEMBL750215";"Concentration inhibiting [125I]ChTX (charybdotoxin) binding to N-type potassium channel.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4633";"Voltage-gated potassium channel subunit Kv1.3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128377";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";""
"CHEMBL57117";"";"None";"434.81";"1";"5.79";"10";"CCCCCCOc1cc[n+](Cc2ccccc2)c2cc(Cl)ccc12.[Br-]";"IC50";"'='";"828.0";"nM";"6.08";"";"";"UO_0000065";"17.14";"0.33";"0.29";"46.39";"0";"CHEMBL750215";"Concentration inhibiting [125I]ChTX (charybdotoxin) binding to N-type potassium channel.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4633";"Voltage-gated potassium channel subunit Kv1.3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128377";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";""
"CHEMBL55791";"";"None";"310.83";"0";"4.65";"1c";"CCC/N=c1\ccn(Cc2ccccc2)c2cc(Cl)ccc12";"IC50";"'='";"544.0";"nM";"6.26";"";"";"UO_0000065";"20.15";"0.39";"1.61";"36.23";"0";"CHEMBL750215";"Concentration inhibiting [125I]ChTX (charybdotoxin) binding to N-type potassium channel.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4633";"Voltage-gated potassium channel subunit Kv1.3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128377";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";""
"CHEMBL277952";"";"None";"486.61";"1";"5.27";"44";"COc1ccccc1C(=O)NC[C@]1(c2ccccc2)CC[C@H](OC(=O)NCCc2ccccc2)CC1";"IC50";"'='";"420.0";"nM";"6.38";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL705534";"Inhibition of Kv1.3 ion channel. Measured in the Rb_Kv assay: [86Rb+] efflux from CHO cells stably transfected with Kv1.3 channel.";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL4633";"Voltage-gated potassium channel subunit Kv1.3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136659";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"CHEMBL3308072";"";""
"CHEMBL276543";"";"None";"456.59";"0";"4.66";"61";"COc1ccccc1C(=O)NC[C@]1(c2ccccc2)CC[C@@H](NC(=O)Cc2ccccc2)CC1";"IC50";"'='";"1045.0";"nM";"5.98";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL705534";"Inhibition of Kv1.3 ion channel. Measured in the Rb_Kv assay: [86Rb+] efflux from CHO cells stably transfected with Kv1.3 channel.";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"CHO";"None";"";"";"";"CHEMBL4633";"Voltage-gated potassium channel subunit Kv1.3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136659";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"CHEMBL3308072";"";""
"CHEMBL416313";"";"None";"406.88";"1";"6.45";"6e";"CCCCC/N=c1\ccn(Cc2ccc(Cl)cc2)c2ccc(C(F)(F)F)cc12";"IC50";"'='";"340.0";"nM";"6.47";"";"";"UO_0000065";"15.90";"0.32";"0.02";"37.41";"0";"CHEMBL750215";"Concentration inhibiting [125I]ChTX (charybdotoxin) binding to N-type potassium channel.";"B";"BAO_0000357";"single protein format";"Homo sapiens";"None";"None";"None";"None";"";"";"";"CHEMBL4633";"Voltage-gated potassium channel subunit Kv1.3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1128377";"1";"Scientific Literature";"J Med Chem";"1995";"None";"";""
"CHEMBL16806";"";"None";"396.49";"0";"3.66";"18";"CNC(=O)O[C@H]1CC[C@@](CNC(=O)c2ccccc2OC)(c2ccccc2)CC1";"IC50";"'='";"195.0";"nM";"6.71";"";"";"UO_0000065";"";"";"";"";"0";"CHEMBL809694";"Inhibition of T-cell proliferation was determined by a human T-cell assay";"F";"BAO_0000219";"cell-based format";"Homo sapiens";"None";"None";"T-cell";"None";"";"";"";"CHEMBL4633";"Voltage-gated potassium channel subunit Kv1.3";"Homo sapiens";"SINGLE PROTEIN";"CHEMBL1136659";"1";"Scientific Literature";"Bioorg Med Chem Lett";"2003";"CHEMBL3307588";"";""
